id,Headline,Details,Severity,Region,Datetime,lat,lon,maritime_label,found_ports,contains_port_info,Category,Summarized_label,true_risks,input_text,normalized_text
2073,Port of Manila continues to be congested,"According to sources on February 4, the Port of Manila remains congested with 2 vessels waiting for a berth at Manila North and 20 vessels waiting for a berth at Manila South.",Moderate,Philippines,2019-04-02 06:37:00,14.58354,120.95,false,['manila'],true,Port Congestion,Administrative Issue,['port_operational_disruption'],"Port of Manila continues to be congested According to sources on February 4, the Port of Manila remains congested with 2 vessels waiting for a berth at Manila North and 20 vessels waiting for a berth at Manila South.",port of manila continues to be congested according to sources on february 4 the port of manila remains congested with 2 vessels waiting for a berth at manila north and 20 vessels waiting for a berth at manila south
2327,Strong winds cause closure at Dammam Port,"Media sources reported that marine operations including shipping activities at Dammam Port, also known as King Abdul Aziz Port, were suspended for safety reasons from 00:01 (local time) on November 20 due to strong winds. The duration of the closure remains unclear.",Severe,Saudi Arabia,2019-11-21 00:47:00,,,false,['dammam'],true,Port Closure,Weather,['port_closure'],"Strong winds cause closure at Dammam Port Media sources reported that marine operations including shipping activities at Dammam Port, also known as King Abdul Aziz Port, were suspended for safety reasons from 00:01 (local time) on November 20 due to strong winds. The duration of the closure remains unclear.",strong winds cause closure at dammam port media sources reported that marine operations including shipping activities at dammam port also known as king abdul aziz port were suspended for safety reasons from 00 01 local time on november 20 due to strong winds the duration of the closure remains unclear
777,UPDATE - United Kingdom: Car ferry services to resume between Southampton and East Cowes,The Red Funnel ferry operator has advised that it expects to resume car ferry services between Southampton and East Cowes from 14:00 local time. All booked customers are currently being contacted. Services were disrupted earlier to a ferry grounding near Cowes Harbour. Red Jet services remains unaffected. Travellers are advised to contact the operator directly for further assistance or advice.,Minor,United Kingdom,2018-10-21 12:35:00,50.8922,-1.39182,true,['southampton'],true,"Port Congestion, Miscellaneous Events, Ground Transportation Advisory",Accident,['port_operational_disruption'],UPDATE - United Kingdom: Car ferry services to resume between Southampton and East Cowes The Red Funnel ferry operator has advised that it expects to resume car ferry services between Southampton and East Cowes from 14:00 local time. All booked customers are currently being contacted. Services were disrupted earlier to a ferry grounding near Cowes Harbour. Red Jet services remains unaffected. Travellers are advised to contact the operator directly for further assistance or advice.,update united kingdom car ferry services to resume between southampton and east cowes the red funnel ferry operator has advised that it expects to resume car ferry services between southampton and east cowes from 14 00 local time all booked customers are currently being contacted services were disrupted earlier to a ferry grounding near cowes harbour red jet services remains unaffected travellers are advised to contact the operator directly for further assistance or advice
3821,"Near the coasts of Porto de Santos, Sao Paulo state, federal security forces","Near the coasts of Porto de Santos, Sao Paulo state, federal security forces intercepted a cargo of 540 kilos of cocaine inside sugar packages, with no arrests made.",Minor,Brazil,2020-01-22 22:09:00,-23.96604,-46.30194,false,['santos'],true,"Public Safety / Security, Maritime Advisory",Terrorism,['maritime_security_navigation_disruption'],"Near the coasts of Porto de Santos, Sao Paulo state, federal security forces Near the coasts of Porto de Santos, Sao Paulo state, federal security forces intercepted a cargo of 540 kilos of cocaine inside sugar packages, with no arrests made.",near the coasts of porto de santos sao paulo state federal security forces near the coasts of porto de santos sao paulo state federal security forces intercepted a cargo of 540 kilos of cocaine inside sugar packages with no arrests made
1177,Average waiting time around 1.5 to 2 days at Port of Saigon,Industry sources report on October 14 that an average waiting time at the Port of Saigon is around 1.5 to 2 days for vessels arriving off the window.,Minor,Viet Nam,2019-10-14 13:49:00,10.77083,106.78539,false,['saigon'],true,Port Congestion,Administrative Issue,['port_operational_disruption'],Average waiting time around 1.5 to 2 days at Port of Saigon Industry sources report on October 14 that an average waiting time at the Port of Saigon is around 1.5 to 2 days for vessels arriving off the window.,average waiting time around 1 5 to 2 days at port of saigon industry sources report on october 14 that an average waiting time at the port of saigon is around 1 5 to 2 days for vessels arriving off the window
4768,UPDATE 4 - Average waiting time of around 0.5-1 days at Port of Qingdao,"Updated industry sources indicate on September 9 that port operations are normal at the Port of Qingdao, but several terminals are under minor congestion recently with an average waiting time for a berth at 0.5-1 days There are currently 7 vessels waiting for a berth at the QQCT terminal and 1 vessel waiting for a berth at the QQCTU terminal.",Moderate,China,2020-08-19 09:25:00,,,true,['qingdao'],true,Port Congestion,Administrative Issue,['port_operational_disruption'],"UPDATE 4 - Average waiting time of around 0.5-1 days at Port of Qingdao Updated industry sources indicate on September 9 that port operations are normal at the Port of Qingdao, but several terminals are under minor congestion recently with an average waiting time for a berth at 0.5-1 days There are currently 7 vessels waiting for a berth at the QQCT terminal and 1 vessel waiting for a berth at the QQCTU terminal.",update 4 average waiting time of around 0 5 1 days at port of qingdao updated industry sources indicate on september 9 that port operations are normal at the port of qingdao but several terminals are under minor congestion recently with an average waiting time for a berth at 0 5 1 days there are currently 7 vessels waiting for a berth at the qqct terminal and 1 vessel waiting for a berth at the qqctu terminal
2317,Strong wind warnings issue for New South Wales coastal areas,"Industry sources reported that strong wind warnings were issued for Sydney Closed Waters, Byron Coast, Coffs Coast, Macquarie Coast, Hunter Coast, Sydney Coast, Illawarra Coast, Batemans Coast and Eden Coast for October 8 and strong Wind Warning Byron Coast, Coffs Coast, Macquarie Coast, Hunter Coast, Sydney Coast, Illawarra Coast, Batemans Coast and Eden Coast for October 9.",Moderate,Australia,2019-07-10 23:54:00,-37.02637,149.92673,false,['sydney'],true,Severe Winds,Weather,['weather_disruption'],"Strong wind warnings issue for New South Wales coastal areas Industry sources reported that strong wind warnings were issued for Sydney Closed Waters, Byron Coast, Coffs Coast, Macquarie Coast, Hunter Coast, Sydney Coast, Illawarra Coast, Batemans Coast and Eden Coast for October 8 and strong Wind Warning Byron Coast, Coffs Coast, Macquarie Coast, Hunter Coast, Sydney Coast, Illawarra Coast, Batemans Coast and Eden Coast for October 9.",strong wind warnings issue for new south wales coastal areas industry sources reported that strong wind warnings were issued for sydney closed waters byron coast coffs coast macquarie coast hunter coast sydney coast illawarra coast batemans coast and eden coast for october 8 and strong wind warning byron coast coffs coast macquarie coast hunter coast sydney coast illawarra coast batemans coast and eden coast for october 9
2847,UPDATE: Operations at Pier 1 container terminal at Port of Durban resume,"Local sources indicate that following severe winds at Pier 1 Container Terminal at the Port of Durban, waterside and landside operations have resumed as of 14:00 on February 8.",Minor,South Africa,2019-08-02 08:24:00,-29.88175,31.03426,true,['durban'],true,Port Disruption,Weather,['port_operational_disruption'],"UPDATE: Operations at Pier 1 container terminal at Port of Durban resume Local sources indicate that following severe winds at Pier 1 Container Terminal at the Port of Durban, waterside and landside operations have resumed as of 14:00 on February 8.",update operations at pier 1 container terminal at port of durban resume local sources indicate that following severe winds at pier 1 container terminal at the port of durban waterside and landside operations have resumed as of 14 00 on february 8
3872,Operations at Port of San Antonio likely to be disrupted by weather on Aug 19-21,"Shipping sources on August 19 report that strong winds and the heavy swell are expected to affect operations at the Port of San Antonio, Chile, from August 18 to 21. Heavy swell will arrive from FM Penas Gulf to Coquimbo.",Minor,Chile,2020-08-19 15:53:00,-33.58991,-71.61721,false,['san antonio'],true,Port Disruption,Weather,['port_operational_disruption'],"Operations at Port of San Antonio likely to be disrupted by weather on Aug 19-21 Shipping sources on August 19 report that strong winds and the heavy swell are expected to affect operations at the Port of San Antonio, Chile, from August 18 to 21. Heavy swell will arrive from FM Penas Gulf to Coquimbo.",operations at port of san antonio likely to be disrupted by weather on aug 19 21 shipping sources on august 19 report that strong winds and the heavy swell are expected to affect operations at the port of san antonio chile from august 18 to 21 heavy swell will arrive from fm penas gulf to coquimbo
3457,Durban suspends all Pier 1 operations due to high winds,Industry sources indicate on March 16 that waterside and landside operations at Port of Durban Pier 1 went on standby at 05:39 local time on March 16 due to high winds. It is not clear how long the suspension will last.,Moderate,South Africa,2020-03-16 06:59:00,-29.88171,31.03424,false,['durban'],true,Port Closure,Weather,['port_closure'],Durban suspends all Pier 1 operations due to high winds Industry sources indicate on March 16 that waterside and landside operations at Port of Durban Pier 1 went on standby at 05:39 local time on March 16 due to high winds. It is not clear how long the suspension will last.,durban suspends all pier 1 operations due to high winds industry sources indicate on march 16 that waterside and landside operations at port of durban pier 1 went on standby at 05 39 local time on march 16 due to high winds it is not clear how long the suspension will last
2321,Strong winds and waves likely to affect Port of Long Beach,Sources on January 17 indicate that strong winds and winds are expected at the Port of Long Beach. The bad weather is likely to cause disruption to the port’s operation for the day.,Moderate,United States,2019-01-17 09:33:00,33.75433,-118.21654,false,['long beach'],true,Port Disruption,Weather,['port_operational_disruption'],Strong winds and waves likely to affect Port of Long Beach Sources on January 17 indicate that strong winds and winds are expected at the Port of Long Beach. The bad weather is likely to cause disruption to the port’s operation for the day.,strong winds and waves likely to affect port of long beach sources on january 17 indicate that strong winds and winds are expected at the port of long beach the bad weather is likely to cause disruption to the port's operation for the day
4378,UPDATE 1 - 80 miles ESE of Taipei - A magnitude 4.4 earthquake has struck in the region. Event closed.,Government sources are reporting that a magnitude 4.4 earthquake has struck approximately 80 miles east-southeast of Taipei. There were no immediate reports of injuries or major structural damage. Event closed.,Moderate,Taiwan,2020-12-07 05:06:00,24.86,122.82,false,['taipei'],true,Earthquake,Weather,['natural_disaster'],UPDATE 1 - 80 miles ESE of Taipei - A magnitude 4.4 earthquake has struck in the region. Event closed. Government sources are reporting that a magnitude 4.4 earthquake has struck approximately 80 miles east-southeast of Taipei. There were no immediate reports of injuries or major structural damage. Event closed.,update 1 80 miles ese of taipei a magnitude 4 4 earthquake has struck in the region event closed government sources are reporting that a magnitude 4 4 earthquake has struck approximately 80 miles east southeast of taipei there were no immediate reports of injuries or major structural damage event closed
1421,Container truck collapse onto pedestrian concrete girder from Hanoi highway,"Media sources reported on November 13 that a container truck fell down from the Hanoi highway near Linh Trung Ward, Thu Duc District in Ho Chi Minh City into a pedestrian concrete girder under construction on November 13. The collision caused the 20-meter-long concrete beam to collapse. No further details have been reported.",Minor,Viet Nam,2019-11-14 03:03:00,10.86032,106.79229,true,['ho chi minh'],true,Cargo Disruption,Accident,['port_operational_disruption'],"Container truck collapse onto pedestrian concrete girder from Hanoi highway Media sources reported on November 13 that a container truck fell down from the Hanoi highway near Linh Trung Ward, Thu Duc District in Ho Chi Minh City into a pedestrian concrete girder under construction on November 13. The collision caused the 20-meter-long concrete beam to collapse. No further details have been reported.",container truck collapse onto pedestrian concrete girder from hanoi highway media sources reported on november 13 that a container truck fell down from the hanoi highway near linh trung ward thu duc district in ho chi minh city into a pedestrian concrete girder under construction on november 13 the collision caused the 20 meter long concrete beam to collapse no further details have been reported
5319,"Pier 1, Port of Durban faces intermittent disruption due to strong winds",Media sources reported that Pier 1 landside and waterside operations were windbound from 19:15 until 21:15 local time on October 18.,Moderate,South Africa,2020-10-19 05:46:00,,,false,['durban'],true,Port Disruption,Weather,['port_operational_disruption'],"Pier 1, Port of Durban faces intermittent disruption due to strong winds Media sources reported that Pier 1 landside and waterside operations were windbound from 19:15 until 21:15 local time on October 18.",pier 1 port of durban faces intermittent disruption due to strong winds media sources reported that pier 1 landside and waterside operations were windbound from 19 15 until 21 15 local time on october 18
5102,Equipment maintenance may disrupt services at the Port of Durban from Dec 3-7,"Industry sources report that all cranes on berth 108 at the Port of Durban, South Africa, will undergo planned maintenance from December 3, with two cranes expected back on by December 6 and the other two cranes back on by December 7. Disruptions to operations should be expected during the maintenance period.",Minor,South Africa,2020-02-12 13:14:00,,,false,['durban'],true,Port Disruption,Administrative Issue,['port_operational_disruption'],"Equipment maintenance may disrupt services at the Port of Durban from Dec 3-7 Industry sources report that all cranes on berth 108 at the Port of Durban, South Africa, will undergo planned maintenance from December 3, with two cranes expected back on by December 6 and the other two cranes back on by December 7. Disruptions to operations should be expected during the maintenance period.",equipment maintenance may disrupt services at the port of durban from dec 3 7 industry sources report that all cranes on berth 108 at the port of durban south africa will undergo planned maintenance from december 3 with two cranes expected back on by december 6 and the other two cranes back on by december 7 disruptions to operations should be expected during the maintenance period
881,UPDATE: Pier 1 suspends operations again due to severe winds,Updated sources reported that Pier 1 container terminal at the Port of Durban has suspended its waterside and landside operations again at 10:30 (local time) due to severe winds. Earlier reports suggested that operations were halted at 06:00 and resumed again at 08:50 on August 17. Pier 2 berth 203 and 204 were reportedly on standby since 05:30 although landside and rail operations remain operational.,Moderate,South Africa,2018-08-17 05:18:00,-29.8906,31.01523,true,['durban'],true,"Port Disruption, Cargo Disruption, Severe Winds",Weather,"['weather_disruption', 'port_operational_disruption']",UPDATE: Pier 1 suspends operations again due to severe winds Updated sources reported that Pier 1 container terminal at the Port of Durban has suspended its waterside and landside operations again at 10:30 (local time) due to severe winds. Earlier reports suggested that operations were halted at 06:00 and resumed again at 08:50 on August 17. Pier 2 berth 203 and 204 were reportedly on standby since 05:30 although landside and rail operations remain operational.,update pier 1 suspends operations again due to severe winds updated sources reported that pier 1 container terminal at the port of durban has suspended its waterside and landside operations again at 10 30 local time due to severe winds earlier reports suggested that operations were halted at 06 00 and resumed again at 08 50 on august 17 pier 2 berth 203 and 204 were reportedly on standby since 05 30 although landside and rail operations remain operational
2345,Strong winds likely to affect operations at Port of Durban on October 25 - 26,"On October 24, shipping sources indicate that strong winds are anticipated at Port of Durban from the afternoon of October 25 until October 26. Earlier this week, operations at Pier 1 and Pier 2 terminals were affected due to adverse weather. Increased congestion is likely to persist throughout the following days, weeks.",Minor,South Africa,2019-10-24 13:08:00,,,true,['durban'],true,Port Disruption,Weather,['port_operational_disruption'],"Strong winds likely to affect operations at Port of Durban on October 25 - 26 On October 24, shipping sources indicate that strong winds are anticipated at Port of Durban from the afternoon of October 25 until October 26. Earlier this week, operations at Pier 1 and Pier 2 terminals were affected due to adverse weather. Increased congestion is likely to persist throughout the following days, weeks.",strong winds likely to affect operations at port of durban on october 25 26 on october 24 shipping sources indicate that strong winds are anticipated at port of durban from the afternoon of october 25 until october 26 earlier this week operations at pier 1 and pier 2 terminals were affected due to adverse weather increased congestion is likely to persist throughout the following days weeks
1194,Average waiting times approximately 0.5 days at Port of Shanghai,Local sources indicate that the average waiting time for vessels to berth at terminals at the Port of Shanghai is around 0.5 days.,Minor,China,2019-12-27 14:54:00,,,true,['shanghai'],true,Port Congestion,Administrative Issue,['port_operational_disruption'],Average waiting times approximately 0.5 days at Port of Shanghai Local sources indicate that the average waiting time for vessels to berth at terminals at the Port of Shanghai is around 0.5 days.,average waiting times approximately 0 5 days at port of shanghai local sources indicate that the average waiting time for vessels to berth at terminals at the port of shanghai is around 0 5 days
4687,UPDATE 2 - Qingdao Port reopens following disruptions to port and cargo operations,"Updated sources indicate on March 27 that the Port of Qingdao has reopened from 09:10 local time on March 27. According to sources, the port experienced some disruptions due to strong wind, which closed the port from 20:10 on March 26 and suspended cargo operations from 18:00 until 20:00 local time on March 26 and again from 05:40 until 07:00 local time on March 27.",Moderate,China,2020-03-25 14:27:00,,,false,['qingdao'],true,Port Closure,Weather,['port_closure'],"UPDATE 2 - Qingdao Port reopens following disruptions to port and cargo operations Updated sources indicate on March 27 that the Port of Qingdao has reopened from 09:10 local time on March 27. According to sources, the port experienced some disruptions due to strong wind, which closed the port from 20:10 on March 26 and suspended cargo operations from 18:00 until 20:00 local time on March 26 and again from 05:40 until 07:00 local time on March 27.",update 2 qingdao port reopens following disruptions to port and cargo operations updated sources indicate on march 27 that the port of qingdao has reopened from 09 10 local time on march 27 according to sources the port experienced some disruptions due to strong wind which closed the port from 20 10 on march 26 and suspended cargo operations from 18 00 until 20 00 local time on march 26 and again from 05 40 until 07 00 local time on march 27
2577,UPDATE - Japan: Special emergency warning for heavy rain issued for multiple prefectures due to Typhoon Hagibis,"The Japan Meteorological Agency (JMA) has issued a special emergency warnings for heavy rain for multiple prefectures as Typhoon Hagibis moves closer to Honshu Island on Saturday. The warning, the highest on a one-to-five scale, applies to Tokyo, Gunma, Saitama, Kanagawa, Yamanashi, Nagano and Shizuoka prefectures. Record levels of rainfall have been recorded in Kanagawa and Shizouka prefectures already. The majority of Honshu island has been issued with a lesser level weather warning for heavy rain and strong winds. JMA has warned that landslides, floods, rising river levels and storm surges in coastal areas are all possible in the prefectures set to be heavily impacted by the storm.",Severe,Japan,2019-12-10 07:40:00,35.5585,139.56799,false,['tokyo'],true,Hurricane,Weather,['weather_disruption'],"UPDATE - Japan: Special emergency warning for heavy rain issued for multiple prefectures due to Typhoon Hagibis The Japan Meteorological Agency (JMA) has issued a special emergency warnings for heavy rain for multiple prefectures as Typhoon Hagibis moves closer to Honshu Island on Saturday. The warning, the highest on a one-to-five scale, applies to Tokyo, Gunma, Saitama, Kanagawa, Yamanashi, Nagano and Shizuoka prefectures. Record levels of rainfall have been recorded in Kanagawa and Shizouka prefectures already. The majority of Honshu island has been issued with a lesser level weather warning for heavy rain and strong winds. JMA has warned that landslides, floods, rising river levels and storm surges in coastal areas are all possible in the prefectures set to be heavily impacted by the storm.",update japan special emergency warning for heavy rain issued for multiple prefectures due to typhoon hagibis the japan meteorological agency jma has issued a special emergency warnings for heavy rain for multiple prefectures as typhoon hagibis moves closer to honshu island on saturday the warning the highest on a one to five scale applies to tokyo gunma saitama kanagawa yamanashi nagano and shizuoka prefectures record levels of rainfall have been recorded in kanagawa and shizouka prefectures already the majority of honshu island has been issued with a lesser level weather warning for heavy rain and strong winds jma has warned that landslides floods rising river levels and storm surges in coastal areas are all possible in the prefectures set to be heavily impacted by the storm
3032,Vessel’s waiting time about 0.5 day at Port of Hong Kong,Industry sources report on October 15 that the average waiting time for vessels at the Port of Hong Kong is around 0.5 day.,Minor,Hong Kong,2019-10-15 04:01:00,,,false,['hong kong'],true,Port Congestion,Administrative Issue,['port_operational_disruption'],Vessel’s waiting time about 0.5 day at Port of Hong Kong Industry sources report on October 15 that the average waiting time for vessels at the Port of Hong Kong is around 0.5 day.,vessel's waiting time about 0 5 day at port of hong kong industry sources report on october 15 that the average waiting time for vessels at the port of hong kong is around 0 5 day
1224,"Barcelona- Barcelona Metro workers held strike, 40 percent service for peak hours. Incident closed.","Media sources indicate that Barcelona Metro workers held a partial strike on Monday, April 29. Only 40 percent of service was guaranteed during peak hours from 6:30 to 9:30 AM and 4:00 PM to 8:00 PM local time. Only 20 percent of service was guaranteed from 6:00 AM to 6:30 AM, 9:30 AM to 10:00 AM, and from 9:35 PM to 11:55 PM local time. Workers went on strike for four hours per shift at unspecified times during another partial strike on Monday, April 8. The strikes were called over a recent issue related to asbestos. This incident is closed.",Moderate,Spain,2019-03-21 18:29:00,41.38702,2.17005,false,['barcelona'],true,Miscellaneous Strikes,Worker Strike,['labor_strike_disruption'],"Barcelona- Barcelona Metro workers held strike, 40 percent service for peak hours. Incident closed. Media sources indicate that Barcelona Metro workers held a partial strike on Monday, April 29. Only 40 percent of service was guaranteed during peak hours from 6:30 to 9:30 AM and 4:00 PM to 8:00 PM local time. Only 20 percent of service was guaranteed from 6:00 AM to 6:30 AM, 9:30 AM to 10:00 AM, and from 9:35 PM to 11:55 PM local time. Workers went on strike for four hours per shift at unspecified times during another partial strike on Monday, April 8. The strikes were called over a recent issue related to asbestos. This incident is closed.",barcelona barcelona metro workers held strike 40 percent service for peak hours incident closed media sources indicate that barcelona metro workers held a partial strike on monday april 29 only 40 percent of service was guaranteed during peak hours from 6 30 to 9 30 am and 4 00 pm to 8 00 pm local time only 20 percent of service was guaranteed from 6 00 am to 6 30 am 9 30 am to 10 00 am and from 9 35 pm to 11 55 pm local time workers went on strike for four hours per shift at unspecified times during another partial strike on monday april 8 the strikes were called over a recent issue related to asbestos this incident is closed
2796,UPDATE: Congestion still around 0.5 day at Port of Shanghai,Local sources on February 13 indicate that low visibility at the Port of Shanghai is continuing to affect the port’s operations until February 15. Average waiting times are still around 0.5 day.,Minor,China,2019-12-02 04:50:00,31.31999,121.65733,false,['shanghai'],true,Port Disruption,Weather,['port_operational_disruption'],UPDATE: Congestion still around 0.5 day at Port of Shanghai Local sources on February 13 indicate that low visibility at the Port of Shanghai is continuing to affect the port’s operations until February 15. Average waiting times are still around 0.5 day.,update congestion still around 0 5 day at port of shanghai local sources on february 13 indicate that low visibility at the port of shanghai is continuing to affect the port's operations until february 15 average waiting times are still around 0 5 day
3539,France - Dock workers represented by the CGT held a strike through Friday. Incident closed.,"Media sources indicated that dock workers represented by the CGT union recommenced a strike at seven major ports reportedly through Friday, January 24. Ports that were impacted included La Rochelle, Lorient, Marseille, and Le Havre; however, ports which may also be impacted include Dunkirk, Rouen, Nantes-Saint-Nazaire, and Bordeaux. Union representatives claimed strike participation at Calais, Cherbourg, Saint-Malo, Bastia, and Ajaccio during the prior action. Striking workers also held demonstrations near the ports. This incident is closed.",Severe,France,2020-01-14 16:25:00,47.29717,-2.16224,false,['le havre'],true,Port Strike,Worker Strike,['labor_strike_disruption'],"France - Dock workers represented by the CGT held a strike through Friday. Incident closed. Media sources indicated that dock workers represented by the CGT union recommenced a strike at seven major ports reportedly through Friday, January 24. Ports that were impacted included La Rochelle, Lorient, Marseille, and Le Havre; however, ports which may also be impacted include Dunkirk, Rouen, Nantes-Saint-Nazaire, and Bordeaux. Union representatives claimed strike participation at Calais, Cherbourg, Saint-Malo, Bastia, and Ajaccio during the prior action. Striking workers also held demonstrations near the ports. This incident is closed.",france dock workers represented by the cgt held a strike through friday incident closed media sources indicated that dock workers represented by the cgt union recommenced a strike at seven major ports reportedly through friday january 24 ports that were impacted included la rochelle lorient marseille and le havre however ports which may also be impacted include dunkirk rouen nantes saint nazaire and bordeaux union representatives claimed strike participation at calais cherbourg saint malo bastia and ajaccio during the prior action striking workers also held demonstrations near the ports this incident is closed
3997,Port of Savannah temporarily closed due to fog,Shipping sources indicate on March 5 that the Port of Savannah has been temporarily closed from March 4 due to dense fog. The duration of the closure remains unknown.,Moderate,United States,2020-05-03 16:45:00,,,false,['savannah'],true,Port Closure,Weather,['port_closure'],Port of Savannah temporarily closed due to fog Shipping sources indicate on March 5 that the Port of Savannah has been temporarily closed from March 4 due to dense fog. The duration of the closure remains unknown.,port of savannah temporarily closed due to fog shipping sources indicate on march 5 that the port of savannah has been temporarily closed from march 4 due to dense fog the duration of the closure remains unknown
512,Reduced productivity to be expected at Port of Salalah,"Shipping sources currently indicate that lower productivity should be expected for terminal operations between November 3 and 30 due to the implementation of a new terminal operations system at the Port of Salalah, Oman, a major transshipment port for trade between Asia and Europe.",Moderate,Oman,2018-08-11 10:58:00,16.94198,53.99567,true,['salalah'],true,"Port Congestion,Port Disruption",Administrative Issue,['port_operational_disruption'],"Reduced productivity to be expected at Port of Salalah Shipping sources currently indicate that lower productivity should be expected for terminal operations between November 3 and 30 due to the implementation of a new terminal operations system at the Port of Salalah, Oman, a major transshipment port for trade between Asia and Europe.",reduced productivity to be expected at port of salalah shipping sources currently indicate that lower productivity should be expected for terminal operations between november 3 and 30 due to the implementation of a new terminal operations system at the port of salalah oman a major transshipment port for trade between asia and europe
3326,Chittagong Port authorities revoked quarantine order for all ships arriving from China,"Media sources reported that Chittagong Port authorities have already revoked quarantine orders related to all ships arriving from China. For several months, all ships arriving from China, with an average 11-day long voyage were to undergo quarantine to fit in universal 14-day quarantine demand. The ships had to wait some 3-4 days until cleared for a berth. Effectively from July 12, the restriction has been waived, the ships may proceed to berth immediately on arrival.",Minor,Bangladesh,2020-07-16 02:14:00,,,false,['chittagong'],true,Maritime Advisory,Administrative Issue,['maritime_security_navigation_disruption'],"Chittagong Port authorities revoked quarantine order for all ships arriving from China Media sources reported that Chittagong Port authorities have already revoked quarantine orders related to all ships arriving from China. For several months, all ships arriving from China, with an average 11-day long voyage were to undergo quarantine to fit in universal 14-day quarantine demand. The ships had to wait some 3-4 days until cleared for a berth. Effectively from July 12, the restriction has been waived, the ships may proceed to berth immediately on arrival.",chittagong port authorities revoked quarantine order for all ships arriving from china media sources reported that chittagong port authorities have already revoked quarantine orders related to all ships arriving from china for several months all ships arriving from china with an average 11 day long voyage were to undergo quarantine to fit in universal 14 day quarantine demand the ships had to wait some 3 4 days until cleared for a berth effectively from july 12 the restriction has been waived the ships may proceed to berth immediately on arrival
2330,Strong winds expected at Port of Busan,Shipping sources indicate that strong winds are expected from the evening of November 13 until the next day morning. Intermittent disruptions can be expected.,Minor,Republic of Korea,2019-11-13 09:22:00,,,false,['busan'],true,Port Disruption,Weather,['port_operational_disruption'],Strong winds expected at Port of Busan Shipping sources indicate that strong winds are expected from the evening of November 13 until the next day morning. Intermittent disruptions can be expected.,strong winds expected at port of busan shipping sources indicate that strong winds are expected from the evening of november 13 until the next day morning intermittent disruptions can be expected
2918,UPDATE: Trailer operators call off strike at Port of Chennai,"Updated media sources indicated on September 21 that trailer operators have called off the strike at the Port of Chennai after Container Freight Stations (CFS) operators agreed to pay trailer operators an additional INR 1,000 (USD 14.08; EUR 12.79) per twenty-foot container on existing rates. This was agreed during a meeting between CFS operators and the Trailer Owners Association. Previous reports on September 19 indicated that both import and export container movements at the Port of Chennai experienced delays due to a strike by truck drivers with the All Trailer Owner’s Association. The strike started on September 16.",Severe,India,2019-09-16 12:29:00,13.09167,80.29621,true,['chennai'],true,Cargo Transportation Strike,Worker Strike,['labor_strike_disruption'],"UPDATE: Trailer operators call off strike at Port of Chennai Updated media sources indicated on September 21 that trailer operators have called off the strike at the Port of Chennai after Container Freight Stations (CFS) operators agreed to pay trailer operators an additional INR 1,000 (USD 14.08; EUR 12.79) per twenty-foot container on existing rates. This was agreed during a meeting between CFS operators and the Trailer Owners Association. Previous reports on September 19 indicated that both import and export container movements at the Port of Chennai experienced delays due to a strike by truck drivers with the All Trailer Owner’s Association. The strike started on September 16.",update trailer operators call off strike at port of chennai updated media sources indicated on september 21 that trailer operators have called off the strike at the port of chennai after container freight stations cfs operators agreed to pay trailer operators an additional inr 1 000 usd 14 08 eur 12 79 per twenty foot container on existing rates this was agreed during a meeting between cfs operators and the trailer owners association previous reports on september 19 indicated that both import and export container movements at the port of chennai experienced delays due to a strike by truck drivers with the all trailer owner's association the strike started on september 16
856,UPDATE: Gate Operations to cease ahead of Typhoon Mangkhut,"Local sources on September 14 reported that in preparation ahead of Super Typhoon Mangkhut, gate operations for empty laden containers will cease at 23:00 (local time) on September 14 and 06:00 on September 15 respectively. According to sources, the weather system is approaching the South China provinces and on its current trajectory, it is expected to pass near Hong Kong as a category 4 Typhoon during September 16-18.",Severe,China,2018-12-09 08:14:00,22.32373,114.12516,true,['hong kong'],true,Tropical Cyclone / Storm,Weather,['weather_disruption'],"UPDATE: Gate Operations to cease ahead of Typhoon Mangkhut Local sources on September 14 reported that in preparation ahead of Super Typhoon Mangkhut, gate operations for empty laden containers will cease at 23:00 (local time) on September 14 and 06:00 on September 15 respectively. According to sources, the weather system is approaching the South China provinces and on its current trajectory, it is expected to pass near Hong Kong as a category 4 Typhoon during September 16-18.",update gate operations to cease ahead of typhoon mangkhut local sources on september 14 reported that in preparation ahead of super typhoon mangkhut gate operations for empty laden containers will cease at 23 00 local time on september 14 and 06 00 on september 15 respectively according to sources the weather system is approaching the south china provinces and on its current trajectory it is expected to pass near hong kong as a category 4 typhoon during september 16 18
