id,input_text,stage_a_predictions,stage_b_predictions,route_to_stage_c,accepted_predictions,stage_c_route_reason,stage_b_probabilities
3617,"Hazmat unit called to Port of Hamburg due to leaking container Sources indicate that on January 27 at approximately 14:30, a transportation company called a hazmat unit to an unspecified facility at the Port of Hamburg due to the discovery of a leaking 20-liter dangerous goods container. It is understood that the container was successfully contained and removed. Impacts on operations at the facility and more broadly at the port are not known but likely minor.",[],"[""port_operational_disruption"", ""maritime_security_navigation_disruption""]",False,"[""port_operational_disruption"", ""maritime_security_navigation_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.096289, ""natural_disaster"": 0.01057, ""port_operational_disruption"": 0.773955, ""port_closure"": 0.107861, ""labor_strike_disruption"": 0.114257, ""maritime_security_navigation_disruption"": 0.760903}"
1876,"New Delhi - Several JNU student protesters arrested; metro stations reopened. Incident closed. Multiple sources are reporting that student protesters with Jawaharlal Nehru University earlier blocked multiple metro stations across New Delhi. The Udyog Bhawan, Lok Kalyan Marg, and Central Secretariat metro stations were impacted, although they were reopened after protesters left for a march towards Rashtrapati Bhavan (the Office of the President). Several protesters who have embarked on the march were arrested by police, who used baton charges in an attempt to control the march. The demonstration has since largely concluded. The protesters were reportedly protesting against an increase in fees. Residual disruptions may occur in the area. The size of the demonstration was not reported. This incident is closed.",[],"[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.020336, ""natural_disaster"": 0.013695, ""port_operational_disruption"": 0.017612, ""port_closure"": 0.038456, ""labor_strike_disruption"": 0.988724, ""maritime_security_navigation_disruption"": 0.084397}"
2364,Strong winds likely to impact operations at Port of Xiamen Shipping sources report on December 4 that strong winds are expected to impact the Port of Xiamen from the evening of December 4 until the next day morning.,"[""weather_disruption"", ""port_operational_disruption""]","[""weather_disruption"", ""port_operational_disruption""]",False,"[""weather_disruption"", ""port_operational_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.982398, ""natural_disaster"": 0.015201, ""port_operational_disruption"": 0.863419, ""port_closure"": 0.565606, ""labor_strike_disruption"": 0.010579, ""maritime_security_navigation_disruption"": 0.04336}"
2610,"UPDATE - Spain: Supreme Court sentences Catalan leaders to prison term over failed 2017 independence bid; protests expected Reports on Monday (14 October) state that Spain's Supreme Court has sentenced nine Catalan leaders to prison terms of between nine and 13 years for sedition for their role in a failed 2017 independence bid. Tensions have been steadily increasing in recent weeks ahead of the decision with police deploying additional officers to the region. In response pro-independence groups in the region have threatened a mass response of civil disobedience, with the region's two biggest grassroots pro-independence groups, the Catalan National Assembly (ANC) and Omnium Cultural, urging supporters to rally this evening. In the coming days, demonstrators will march from five towns towards Barcelona where they will congregate on Friday, 18 October, when a general strike has been called.","[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.006043, ""natural_disaster"": 0.052754, ""port_operational_disruption"": 0.034918, ""port_closure"": 0.004381, ""labor_strike_disruption"": 0.951115, ""maritime_security_navigation_disruption"": 0.407521}"
2783,UPDATE: Berthing time continues to be the same at Port of Shanghai Local sources on February 1 indicate that an average waiting time for vessels at the Port of Shanghai is around 0.5 to 1 day.,"[""port_operational_disruption""]","[""port_operational_disruption""]",False,"[""port_operational_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.11936, ""natural_disaster"": 0.004991, ""port_operational_disruption"": 0.975639, ""port_closure"": 0.083095, ""labor_strike_disruption"": 0.024997, ""maritime_security_navigation_disruption"": 0.057008}"
1316,Cargo terminal operator announces operational disruptions at Port of Santos Local media sources indicated on April 17 that logistics operator Rodrimar S.A. announced imminent operational disruptions to its cargo operations at the Port of Santos on April 17. The impact was anticipated specifically at warehousing in its STS-10 warehouse in the Cais do Saboo complex in the port due to an ongoing auction of company property. Broader company operations at the port are anticipated not to be impacted. Those warehousing at the Port of Santos should anticipate potential operational disruptions and should plan accordingly.,[],"[""port_operational_disruption"", ""maritime_security_navigation_disruption""]",False,"[""port_operational_disruption"", ""maritime_security_navigation_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.085816, ""natural_disaster"": 0.02682, ""port_operational_disruption"": 0.873931, ""port_closure"": 0.45038, ""labor_strike_disruption"": 0.185769, ""maritime_security_navigation_disruption"": 0.757203}"
1786,Malta: High waves warning in effect for coastal areas A high waves warning has been issued in coastal areas of Malta until 23:59 local time on Sunday 13 January. This could cause disruption to marine transport as well as a danger to coastal settlements. Travellers are advised to check Maltese weather forecasts regularly for up to date details on conditions. Adjust travel plans if it proves necessary.,[],"[""weather_disruption""]",False,"[""weather_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.969158, ""natural_disaster"": 0.120643, ""port_operational_disruption"": 0.131889, ""port_closure"": 0.225054, ""labor_strike_disruption"": 0.01009, ""maritime_security_navigation_disruption"": 0.444867}"
2588,"UPDATE - Philippines: Casualties reported following earthquake near Digos City Updated media sources have reported that one person has been killed and several others injured after a 6.8 (downgraded from an initial reading of 6.9) magnitude earthquake hit the region. The fatality occurred in Matanao, 12 km west of Digos City. The quake was reportedly centred 61 km south-west of Davao City on the island of Mindanao, at a depth of 28.2km. Based on available data, the Pacific Tsunami Warning Centre has reportedly said there is no tsunami threat as a result of the incident. Roads and buildings in the impacted areas have been damaged and power cuts have been reported in some towns.","[""natural_disaster""]","[""natural_disaster""]",False,"[""natural_disaster""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.283087, ""natural_disaster"": 0.979927, ""port_operational_disruption"": 0.031458, ""port_closure"": 0.008776, ""labor_strike_disruption"": 0.057367, ""maritime_security_navigation_disruption"": 0.040048}"
4508,UPDATE 1 - Port of Charleston resumes normal operations Industry sources report on August 4 that Port of Charleston in South Carolina has resumed normal operations following the passage of Hurricane Isaias.,"[""weather_disruption""]","[""weather_disruption"", ""port_operational_disruption"", ""maritime_security_navigation_disruption""]",True,[],predictions_disagree,"{""weather_disruption"": 0.878655, ""natural_disaster"": 0.008923, ""port_operational_disruption"": 0.583631, ""port_closure"": 0.485836, ""labor_strike_disruption"": 0.021742, ""maritime_security_navigation_disruption"": 0.718281}"
2829,"UPDATE: Industrial actions lifted at DP World Brisbane, Melbourne and Fremantle Updated industry sources on April 2 indicate that dockworkers’ industrial actions at DP world Brisbane, Melbourne and Fremantle have stopped in order to allow room for negotiations. However, DP World Sydney will continue with work stoppage industrial actions. Port of Botany has already been given a notice of a 24-hour stoppage from 06:00 (local time) on April 4.","[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.117532, ""natural_disaster"": 0.005607, ""port_operational_disruption"": 0.286703, ""port_closure"": 0.235606, ""labor_strike_disruption"": 0.916103, ""maritime_security_navigation_disruption"": 0.201542}"
1112,"At Ulsan port, a cargo ship caught fire; 18 people have been reported... At Ulsan port, a cargo ship caught fire; 18 people have been reported injured so far.",[],"[""port_operational_disruption"", ""maritime_security_navigation_disruption""]",False,"[""port_operational_disruption"", ""maritime_security_navigation_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.106855, ""natural_disaster"": 0.041784, ""port_operational_disruption"": 0.555957, ""port_closure"": 0.029993, ""labor_strike_disruption"": 0.107436, ""maritime_security_navigation_disruption"": 0.761055}"
1581,"Germany: Taxi drivers conduct demonstrations against Uber nationwide Reports have confirmed that taxi drivers associated with the German Taxi and Car Rental Association (BZP) have entered in a strike and protest action across multiple cities today. Their protest has been organised to protest plans to liberalise the taxi market. The main action will take place in Berlin today, with a go-slow protest to the Brandenburg Gate scheduled from 13:30 local time. There are multiple other events planned in Hamburg, Dusseldorf, Wiesbaden, Stuttgart, Dresden, Leipzig and Magdeburg.","[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.007336, ""natural_disaster"": 0.01002, ""port_operational_disruption"": 0.080649, ""port_closure"": 0.009828, ""labor_strike_disruption"": 0.99614, ""maritime_security_navigation_disruption"": 0.051754}"
438,"PACA Meteorologists Monitoring Tropical Cyclone Weather Pattern in Arabian Sea Omani media sources report that meteorologists from the country s Public Authority for Civil Aviation (PACA) are monitoring a weather system that could develop into a tropical cyclone and make landfall in the sultanate next week. According to reports, the weather pattern in question is currently located over southern India and could develop into a low pressure system and eventually a cyclone over the weekend. If these predictions materialize, the storm could strengthen as it moves northwest in the Arabian Sea next week before striking Oman on October 11-12. Parts of Yemen, Iran, and Pakistan also lie in the storm track forecast cone (aka the cone of uncertainty). 
 
	Assessment: Meteorologists have suggested that the storm has the potential to bring heavy rainfall and strong winds. This could result in deaths, injuries, material damage, and economic losses, as the dry environment in Oman and other countries in the Arabian Peninsula makes the region vulnerable to flash flooding and mudslides. One of the strongest tropical cyclones to ever make landfall in Oman did so in May of this year, resulting in power outages, flooding, roadway closures, and disruptions to operations at Salalah International Airport (IATA: SLL) and the Port of Salalah. While the storm s predicted path and strength remain subject to change, and despite local authorities having yet to announce any preparations, Resilience360 customers in Oman should stay informed of weather forecasts in the coming days and consider preparing security and financial contingency plans to mitigate the impact of any potential logistical delays or supply chain disruptions.","[""weather_disruption""]","[""weather_disruption""]",False,"[""weather_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.992398, ""natural_disaster"": 0.209658, ""port_operational_disruption"": 0.112704, ""port_closure"": 0.105024, ""labor_strike_disruption"": 0.010185, ""maritime_security_navigation_disruption"": 0.220368}"
4783,"UPDATE 41 - 72 miles SSE of Saguenay – The storm has largely dissipated; US death toll at nine. Event closed. Isaias has now moved further north into Quebec and has largely dissipated. Isaias was downgraded to a post-tropical cyclone while located approximately 72 miles south-southeast of Saguenay. Media sources indicate that the storm caused some flooding in Quebec City and Trois Rivieres. The storm mostly resulted in street flooding; however, some homes were flooded along Rue Lauzon in Trois Rivieres.

Previously, the storm passed through the eastern United States, resulting in widespread power outages. Media sources indicate that at least nine people were killed in storm-related incidents. Two people were killed, and up to 20 were injured when a tornado swept through Windsor, North Carolina. Three people were killed by falling trees in Connecticut, Maryland, and New York respectively. One person was killed in flooding in Upper Saucon Township in Pennsylvania, while at least two people were killed in Delaware; at least one by a falling tree branch. Mandatory and voluntary evacuations were ordered in several locations along North Carolina’s coast, while voluntary evacuations were issued in Volusia County, Florida. 

Prior to making landfall in the United States, the storm passed through parts of the Caribbean. Flooding was reported in Puerto Rico and the Dominican Republic, where water and power outages were also reported. Two people were killed in the Dominican Republic as a result of flooding, one in Puerto Plata Province and another in El Seibo Province. This event is closed.","[""weather_disruption""]","[""weather_disruption""]",False,"[""weather_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.986874, ""natural_disaster"": 0.403566, ""port_operational_disruption"": 0.011544, ""port_closure"": 0.013789, ""labor_strike_disruption"": 0.030497, ""maritime_security_navigation_disruption"": 0.066695}"
1211,"Bad weather causes vessels' delay to Yokohama Port Industry sources reported that the voyage of Hamburg Sud vessel, Msc Ariane 944 South has been delayed due to bad weather in Asia. It is expected to arrive at Port of Yokohama, Japan on November 17 from North America’s west coast.","[""port_operational_disruption""]","[""weather_disruption"", ""port_operational_disruption""]",True,[],predictions_disagree,"{""weather_disruption"": 0.923488, ""natural_disaster"": 0.019189, ""port_operational_disruption"": 0.850291, ""port_closure"": 0.441342, ""labor_strike_disruption"": 0.008965, ""maritime_security_navigation_disruption"": 0.116211}"
3604,"Hapag-Lloyd blanks week-23 SB and week-27 NB SCS service due to COVID-19 Sources indicate that due to low demand associated with the COVID-19 coronavirus pandemic, shipper Hapag-Lloyd will blank its week-23 southbound and week-27 northbound South America East Coast - Caribbean (SCS) service. The following ports of call are understood to be affected: 

Veracruz (June 4) > Altamira (June 6) > Houston (June 8) > Cristobal (June 16) > Suape (June 24) > Santos (June 28) > Navegantes (June 30) > Itapoa (July 1) > Paranagua (July 2) > Rio Grande (July 5) > Salvador (July 8). 

Service is scheduled to be phased-in at the Port of Cartagena on July 17. Hapag-Lloyd recommends SCS service for week-24 SB and week-28 NB on the MSC Methoni as an alternative.","[""maritime_security_navigation_disruption""]","[""maritime_security_navigation_disruption""]",False,"[""maritime_security_navigation_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.126712, ""natural_disaster"": 0.008856, ""port_operational_disruption"": 0.191081, ""port_closure"": 0.123374, ""labor_strike_disruption"": 0.032141, ""maritime_security_navigation_disruption"": 0.943135}"
3045,Vessels’ waiting time around 0.5 day at the Port of Qingdao An average waiting time for vessels at the Port of Qingdao is about 0.5 day for March 25 which will remain the same for the next 2 days.,"[""port_operational_disruption""]","[""port_operational_disruption""]",False,"[""port_operational_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.053911, ""natural_disaster"": 0.008349, ""port_operational_disruption"": 0.983016, ""port_closure"": 0.084341, ""labor_strike_disruption"": 0.029133, ""maritime_security_navigation_disruption"": 0.080194}"
4216,"Strong winds may disrupt operations at Port of Sydney from July 27-29 Industry sources report on July 23 that strong winds are expected to disrupt operations at the Port of Sydney, Australia, between July 27 and July 29, with a high risk of port closure predicted during this period.","[""weather_disruption"", ""port_operational_disruption"", ""port_closure""]","[""weather_disruption"", ""port_operational_disruption"", ""port_closure""]",False,"[""weather_disruption"", ""port_operational_disruption"", ""port_closure""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.98592, ""natural_disaster"": 0.007406, ""port_operational_disruption"": 0.70772, ""port_closure"": 0.756728, ""labor_strike_disruption"": 0.022443, ""maritime_security_navigation_disruption"": 0.110823}"
2823,"UPDATE: High winds likely to disrupt Port of Algeciras According to sources on March 22, severe winds at the Port of Algeciras are likely to disrupt the port’s operation for the day.","[""weather_disruption""]","[""weather_disruption"", ""port_operational_disruption""]",True,[],predictions_disagree,"{""weather_disruption"": 0.964578, ""natural_disaster"": 0.012574, ""port_operational_disruption"": 0.781906, ""port_closure"": 0.583172, ""labor_strike_disruption"": 0.0543, ""maritime_security_navigation_disruption"": 0.10794}"
5316,"PAGASA issues tropical cyclone warnings for Bicol and Calabarzon regions Media sources reported on October 25 that the Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) has issued a tropical cyclone wind signal 3 for the following locations:
•	Bicol region: Albay, Camarines Norte, Camarines Sur, Catanduanes and Sorsogon provinces and Burias and Ticao islands
•	Calabarzon region: Batangas province, south-eastern areas of Laguna province and southern areas of Quezon province
•	Calabarzon region: Marinduque province, northern areas of Occidental Mindoro province, northern areas of Oriental Mindoro province, northern areas of Romblon province and Lubang island","[""weather_disruption""]","[""weather_disruption""]",False,"[""weather_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.956409, ""natural_disaster"": 0.194924, ""port_operational_disruption"": 0.03643, ""port_closure"": 0.046377, ""labor_strike_disruption"": 0.00694, ""maritime_security_navigation_disruption"": 0.130955}"
4120,"Severe wind warning issued in Liguria Region Italian meteorologists have issued a severe wind warning in Liguria Region until 23:59 local time on Monday 20 January. Gusts of approximately 75 kilometres per hour are anticipated in Genoa and other locations. There could be electricity outages, delays to public transport and damage to buildings.","[""weather_disruption""]","[""weather_disruption""]",False,"[""weather_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.993029, ""natural_disaster"": 0.378432, ""port_operational_disruption"": 0.088264, ""port_closure"": 0.115626, ""labor_strike_disruption"": 0.036351, ""maritime_security_navigation_disruption"": 0.013287}"
4043,"Production halt reported due to industrial action at Toyota plant in Prospecton Sources indicate on January 31 that thousands of workers at the Toyota South Africa Motors plant in Prospecton, southern Durban, South Africa, are taking part in a strike as of January 30 to demand the payment of incentives. According to company representatives, the plant has been shut down as of January 30 due to insufficient employees present at the plant. The union states that operations have been halted since January 22. No details have been disclosed about when operations are expected to resume.","[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.048984, ""natural_disaster"": 0.04447, ""port_operational_disruption"": 0.100339, ""port_closure"": 0.242402, ""labor_strike_disruption"": 0.943771, ""maritime_security_navigation_disruption"": 0.050278}"
3785,"Migrant Workers Clash with Security Following Protest Over Unpaid Salaries in Abu Dhabi Dozens of expatriate workers of the Sawaed Holding investment company were arrested in the Mussaffah Industrial area in Abu Dhabi on May 19 following a protest over three months of unpaid salaries; Emirati security reportedly raided the area and dispersed the protest, although exact specifics were not provided. Images posted on social media showed overturned cars and damaged property at the company’s facility, although no injuries were reported. Although it was not immediately clear what led to the company to withhold wages, many Emirati firms have been forced to curtail operations and make layoffs due to the economic downturn caused by the COVID-19 pandemic, especially among expatriate laborers.



Assessment: Migrant workers make up a large population of laborers in the Gulf region, and throughout the Middle East and North Africa in general, and the coronavirus pandemic has had a significant economic effect on the companies that employ them. In Lebanon, migrant workers for the waste treatment company, RAMCO, recently went on strike over pay discrepancies, also caused by the worsening economic situation in the country due to the coronavirus pandemic. And in al Farwaniyah in Kuwait, clashes broke out on May 12 at a shelter housing migrant workers over delayed repatriation due to travel restrictions in place due to COVID-19. Although protests are fairly rare in the United Arab Emirates, and although there have been no public calls for future protests, if the issue of unpaid wages is not resolved, additional demonstrations by expatriate workers may materialize. Any future protests are expected to be met with heavy police presence and may result in casualties especially if security forces use live fire or tear gas to disperse crowds.","[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.018597, ""natural_disaster"": 0.020485, ""port_operational_disruption"": 0.039602, ""port_closure"": 0.00542, ""labor_strike_disruption"": 0.977483, ""maritime_security_navigation_disruption"": 0.286477}"
1157,"Auto engine productions temporarily halted due to flooding Media sources report that Nissan Motor has temporarily suspended productions at three of its plants, Oppama Plant in Yokosuka City of Kanagawa Prefecture, which produces electric vehicles, Yokohama Plant in Yokohama City, which produces engines, and Honmoku wharf, which carries out auto parts' shipments for overseas markets. Operations were suspended at 11.30 (local time) on September 9 due reports of associated floods following the passage of Typhoon Faxai. According to the company’s statement, operations will resume as soon as the premises are assessed to be safe.","[""weather_disruption""]","[""weather_disruption""]",False,"[""weather_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.85358, ""natural_disaster"": 0.055771, ""port_operational_disruption"": 0.070066, ""port_closure"": 0.468606, ""labor_strike_disruption"": 0.234623, ""maritime_security_navigation_disruption"": 0.128058}"
1204,Bad weather causes closure of Alexandria and El Dekheila Ports Local sources on February 27 indicate that Alexandria and El Dekheila Ports are currently closed for vessels’ movements due to adverse weather conditions. Further details are unavailable at the moment.,"[""weather_disruption""]","[""weather_disruption"", ""port_closure""]",True,[],predictions_disagree,"{""weather_disruption"": 0.988876, ""natural_disaster"": 0.014549, ""port_operational_disruption"": 0.387359, ""port_closure"": 0.932265, ""labor_strike_disruption"": 0.015774, ""maritime_security_navigation_disruption"": 0.359631}"
3775,"Maritime operations resumed at Dubai anchorage Media sources reported that maritime operations such as repairs, maintenance and other husbandry work onboard vessels at Dubai anchorage have resumed though all COVID-19 guidelines must continue to be adhered to.",[],"[""weather_disruption"", ""maritime_security_navigation_disruption""]",False,"[""weather_disruption"", ""maritime_security_navigation_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.544453, ""natural_disaster"": 0.02495, ""port_operational_disruption"": 0.145286, ""port_closure"": 0.168999, ""labor_strike_disruption"": 0.158984, ""maritime_security_navigation_disruption"": 0.958023}"
5609,"UPDATE 1 - In Sydney, at the  Harbour Bridge, pro-Armenian groups blocked traffic during a In Sydney, at the  Harbour Bridge, pro-Armenian groups blocked traffic during a car rally organised in protest against the Azerbaijani attack on the separatist territory of Nagorno-Karabakh, amid escalation of armed conflict between Armenia and Azerbaijan.",[],"[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.033053, ""natural_disaster"": 0.013398, ""port_operational_disruption"": 0.081207, ""port_closure"": 0.02511, ""labor_strike_disruption"": 0.976473, ""maritime_security_navigation_disruption"": 0.263807}"
3978,"Port of Ningbo closes due to Typhoon Hagupit Intelligence obtained by Everstream Analytics on August 4 reports that the Port of Ningbo, China, has been closed since 18:30 local time on August 3 due to Typhoon Hagupit, which made landfall in Zhejiang at 04:30 local time on August 4. All vessels have been evacuated. Vessel rescheduling or omission calls are likely to occur. The port is expected to reopen on August 5 early morning.","[""weather_disruption""]","[""weather_disruption"", ""port_closure""]",True,[],predictions_disagree,"{""weather_disruption"": 0.963452, ""natural_disaster"": 0.018878, ""port_operational_disruption"": 0.268259, ""port_closure"": 0.944819, ""labor_strike_disruption"": 0.004712, ""maritime_security_navigation_disruption"": 0.207848}"
3632,"High winds to disrupt operations at the Port of Nagoya Sources indicate on March 2 that strong winds are expected at the Port of Nagoya from early morning until the afternoon of March 3, and again from the morning of March 5 until the morning of March 6. According to sources, the severe weather raises a moderate to high risk of pilotage service suspension.","[""weather_disruption"", ""port_operational_disruption""]","[""weather_disruption"", ""port_operational_disruption""]",False,"[""weather_disruption"", ""port_operational_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.980974, ""natural_disaster"": 0.013737, ""port_operational_disruption"": 0.61494, ""port_closure"": 0.722917, ""labor_strike_disruption"": 0.024298, ""maritime_security_navigation_disruption"": 0.037424}"
1806,"Massive fire destroys 30 vessels at Muara Baru Port in North Jakarta According to Indonesian media sources, local authorities have found the cause of the fire incident at Muara Baru Port in North Jakarta that destroyed 30 vessels on February 23. The blaze was allegedly sparked due to the welding by one of crews and subsequently spread to a number of vessels at the port at 15:00 (local time). The blaze was contained early morning on the next day. Investigations are still ongoing.",[],"[""maritime_security_navigation_disruption""]",False,"[""maritime_security_navigation_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.300532, ""natural_disaster"": 0.104269, ""port_operational_disruption"": 0.355571, ""port_closure"": 0.061822, ""labor_strike_disruption"": 0.061618, ""maritime_security_navigation_disruption"": 0.696898}"
2069,"Port of Kobe likely to suspend operations due to Typhoon Neoguri on Oct 22 - 23 On October 21, shipping sources indicate that strong winds are anticipated at Port of Kobe from the afternoon of October 22 until the morning of October 23 due to the approaching Typhoon Neoguri. The storm is likely to downgrade to a tropical depression when reaching Japanese ports, however, there is a high risk of port closure.","[""weather_disruption"", ""port_closure""]","[""weather_disruption"", ""port_closure""]",False,"[""weather_disruption"", ""port_closure""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.988855, ""natural_disaster"": 0.007082, ""port_operational_disruption"": 0.490958, ""port_closure"": 0.887585, ""labor_strike_disruption"": 0.005749, ""maritime_security_navigation_disruption"": 0.159921}"
5251,"Lima & Callao - Bus drivers for ATU to strike on Tuesday, December 1, over payments. Media sources report that bus drivers for ATU associated with AFIN are planning to strike on Tuesday, December 1. The strike has been called after the reported failure of ATU to adhere to payment agreements. The estimated level of participation was not immediately specified, but disruptions should be expected to associated services for the duration of the action.","[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.012658, ""natural_disaster"": 0.041517, ""port_operational_disruption"": 0.061222, ""port_closure"": 0.018285, ""labor_strike_disruption"": 0.984535, ""maritime_security_navigation_disruption"": 0.206653}"
4453,UPDATE 1 - Houston Ship Channel resumes traffic following closure on April 19 due to fog Shipping sources on April 20 report that the Houston Ship Channel has resumed all vessel traffic at 07:15 following a closure since 22:25 local time on April 19. The channel had already been intermittently closed through April 19.,[],"[""weather_disruption"", ""maritime_security_navigation_disruption""]",False,"[""weather_disruption"", ""maritime_security_navigation_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.898817, ""natural_disaster"": 0.007913, ""port_operational_disruption"": 0.330968, ""port_closure"": 0.600316, ""labor_strike_disruption"": 0.049891, ""maritime_security_navigation_disruption"": 0.70453}"
1108,"Arrests of Protest Leaders and Banning of Demonstrations Likely to Worsen Hong Kong Situation On Friday, police arrested a number of prominent figures in the pro-democracy movement, including members of the Demosisto party Joshua Wong Chi-fung and Agnes Chow Ting, and pro-democracy lawmakers Cheng Chung-tai, Au Nok-hin, and Jeremy Tam Man-ho. In total, at least 28 people were arrested. Their charges were related to protests that have taken place in recent months. Joshua Wong and Agnes Chow have since been released on bail, given evening curfews, and have been prohibited from entering the Admiralty area.

The day before, police also prohibited the main rally called by the Civil Human Rights Front (CHRF) on Saturday, citing the risk of violence due the history of other protests. Police said that they received credible intelligence that some protesters were planning to use petrol bombs, tasers, and drones against police. The protest was scheduled to start at Chater Garden in Central and end at Beijing s Hong Kong Liaison Office in Sai Wan. An appeal filed by the CHRF was denied and as a result, the march was officially canceled. However, a number of protesters have said that they intend to defy the ban and hold the protest march anyway. Police also banned a protest scheduled to take place on Monday at Salisbury Garden in Tsim Sha Tsui in Kowloon that was meant to coincide with a two-day strike called by the Confederation of Trade Unions and other groups.

Reports also emerged that earlier in the summer, the Hong Kong government was prepared to make a key concession to the protesters in officially withdrawing the extradition bill that sparked the recent rounds of protests. However, Beijing rejected the plan and instructed Chief Executive Carrie Lam to not withdraw the bill, open a police inquiry, or make any concessions to the protesters. The plan was reportedly submitted to the Central Co-ordination Group for Hong Kong and Macau Affairs and was reviewed by Chinese President Xi Jinping.

Assessment: The arrest of the prominent pro-democracy figures, the banning of protests, and the refusal to make any concessions are likely to worsen the situation in Hong Kong in the immediate future. These actions will likely further radicalize a portion of the more moderate protesters and some of the already more violent protesters now have even less reason to temper their actions if they feel that there are no other options. The mass arrests were also likely timed to take place ahead of the five-year anniversary of the release of the plan for limited democracy for Hong Kong on August 31, 2014. Dissatisfaction over the plan, which required all candidates for chief executive to be approved by a pro-Beijing committee, sparked the Occupy Central protests later that year.

Despite the prohibitions on rallies, it is likely that thousands of people will still be participating in demonstrations in the coming days and weeks, even if overall numbers are down due to the threat of mass arrests. As the protests will be unauthorized, there is a much higher chance for clashes between protesters and police. Absent any central organizing group, the protests are also likely to be more unpredictable in terms of location and march route and could spread to other areas of Hong Kong with little notice.  Resilience360 customers are advised to closely monitor the situation and expect a strong police response to any unauthorized demonstrations. All areas where protests are taking place should also be avoided due to the high risk of violence.","[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.012254, ""natural_disaster"": 0.010521, ""port_operational_disruption"": 0.023835, ""port_closure"": 0.007929, ""labor_strike_disruption"": 0.963935, ""maritime_security_navigation_disruption"": 0.142947}"
4782,UPDATE 4 - Zona Franca & Montcada i Reixac– Protesters dispersed after holding a demonstration. Event closed. Workers at Nissan factories in the Zona Franca and Montcada i Reixac areas of Barcelona dispersed after protested the company's announcement that the plants are permanently closed. Protesters are burned tires and blocked roads in the area near the Zona Franca plant. Protests also gathered outside the Montcada i Reixac plant. Workers initially went on strike on May 4 over the potential for the plants to closed. This event is closed.,"[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.08328, ""natural_disaster"": 0.026054, ""port_operational_disruption"": 0.025986, ""port_closure"": 0.08732, ""labor_strike_disruption"": 0.985614, ""maritime_security_navigation_disruption"": 0.042755}"
3416,"Dalian Port closes temporarily due to dense fog Shipping sources indicate on May 18 that the Port of Dalian has closed since 17:20 local time on May 17 due to dense fog. Moreover, cargo operations have been suspended as well. Customers shipping through the Port of Dalian should expect possible disruptions to operations and plan accordingly.","[""port_closure""]","[""weather_disruption"", ""port_closure""]",True,[],predictions_disagree,"{""weather_disruption"": 0.932162, ""natural_disaster"": 0.006629, ""port_operational_disruption"": 0.467524, ""port_closure"": 0.966129, ""labor_strike_disruption"": 0.043899, ""maritime_security_navigation_disruption"": 0.086885}"
