dataset_split,row_index,id,inspected_risk,error_type,selection,Headline,Details,Category,Summarized_label,maritime_label,true_risks,stage_a_predictions,risk_score,matched_strong_evidence,matched_supporting_evidence,applied_context_bonuses,prediction_explanation
validation,261,1090,weather_disruption,false_positive,complete,Adverse weather halts terminal operations at the Port of Le Havre,Local sources are indicating on February 22 that terminal operators at the Port of Le Havre in France halted vessel loading and unloading until 10 :30 local time this morning due to thick fog in the area.  Customers may expect delayed arrivals or departures for cargo scheduled for today and into the weekend.,Port Closure,Weather,True,"[""port_closure""]","[""weather_disruption"", ""port_closure""]",3,"[{""rule_id"": ""severe_weather"", ""label"": ""severe/bad weather"", ""match"": ""adverse weather"", ""weight"": 3, ""span"": [0, 15]}]",[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 3 >= 3 with required context satisfied
validation,1893,3580,maritime_security_navigation_disruption,false_negative,complete,Hapag-Lloyd blanks AL1 week 33 service due to low demand,"Media sources indicate on July 8 that Hapag-Lloyd suspended its AL1 week 33 service as demand remains at very low levels amid the COVID-19 pandemic. As a result, the following ports of call may be affected:
Westbound: Hamburg > Rotterdam > Antwerp > London Gateway > Halifax > New York > Philadelphia > Norfolk
Eastbound: Norfolk > Philadelphia> New York > Halifax> London Gateway > Antwerp > Hamburg > Rotterdam",Maritime Advisory,Administrative Issue,False,"[""maritime_security_navigation_disruption""]",[],0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",rejected: no rule evidence
validation,611,4289,maritime_security_navigation_disruption,false_negative,complete,The new Hengqin immigration port officially opened its passenger-processing,The new Hengqin immigration port officially opened its passenger-processing area to facilitate travel between Macao SAR and Zhuhai.,"Maritime Advisory, Miscellaneous Events",Administrative Issue,False,"[""maritime_security_navigation_disruption""]",[],0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: no rule evidence
validation,2000,4803,labor_strike_disruption,false_negative,complete,"UPDATE 6 - Force majeure lifted at Ineos Phenol plant in Doel, Beveren following strike","Industry sources indicate on Apri 8 that Ineos Phenol has lifted a force majeure situation at its plant in Doel near Antwerp that was caused by a six-week strike since January 2020. The phenol plant employs 180 and has a 500,000 tone/year capacity for acetone alongside 680,000 tonnes/year for phenol. According to industry sources, the units represent around half of Europe’s acetone and phenol production respectively.","Industrial Action, Production Halt, Force Majeure",Worker Strike,False,"[""labor_strike_disruption""]",[],3,"[{""rule_id"": ""strike"", ""label"": ""strike action"", ""match"": ""strike"", ""weight"": 3, ""span"": [78, 84]}]",[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",rejected: evidence found but required context missing
validation,1707,4788,weather_disruption,false_positive,complete,UPDATE 5 - COTP declares Port Condition Recovery for Port of Houston after Laura,"Updated sources indicate that as of 11:00 local time on August 27, the Captain of the Port (COTP) of Houston and Galveston has declared Port Condition Recovery, signifying the passage of Hurricane Laura. At this stage, some damage may have occurred and response and recovery operations are in progress.","Port Closure, Waterway Closure / Disruption",Weather,False,"[""port_closure"", ""maritime_security_navigation_disruption""]","[""weather_disruption""]",3,"[{""rule_id"": ""named_weather"", ""label"": ""hurricane/typhoon/thunderstorm/tornado/hail"", ""match"": ""hurricane"", ""weight"": 3, ""span"": [262, 271]}]",[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 3 >= 3 with required context satisfied
validation,1707,4788,port_closure,false_negative,complete,UPDATE 5 - COTP declares Port Condition Recovery for Port of Houston after Laura,"Updated sources indicate that as of 11:00 local time on August 27, the Captain of the Port (COTP) of Houston and Galveston has declared Port Condition Recovery, signifying the passage of Hurricane Laura. At this stage, some damage may have occurred and response and recovery operations are in progress.","Port Closure, Waterway Closure / Disruption",Weather,False,"[""port_closure"", ""maritime_security_navigation_disruption""]","[""weather_disruption""]",0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: no rule evidence
validation,1707,4788,maritime_security_navigation_disruption,false_negative,complete,UPDATE 5 - COTP declares Port Condition Recovery for Port of Houston after Laura,"Updated sources indicate that as of 11:00 local time on August 27, the Captain of the Port (COTP) of Houston and Galveston has declared Port Condition Recovery, signifying the passage of Hurricane Laura. At this stage, some damage may have occurred and response and recovery operations are in progress.","Port Closure, Waterway Closure / Disruption",Weather,False,"[""port_closure"", ""maritime_security_navigation_disruption""]","[""weather_disruption""]",0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: no rule evidence
validation,1653,5289,maritime_security_navigation_disruption,false_negative,complete,"North of Isla Colón, in Bocas del Toro department, the National Aero-Naval","North of Isla Colón, in Bocas del Toro department, the National Aero-Naval Service (Senan) reported the seizure of around 2 tonnes of cocaine after a brief chase of an unregistered rapid boat; Senan troops also arrested the four individuals transporting the illegal cargo.","Miscellaneous Events, Maritime Advisory, Public Safety / Security",Terrorism,False,"[""maritime_security_navigation_disruption""]",[],0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",rejected: no rule evidence
validation,407,1414,port_operational_disruption,false_negative,complete,Container ship Seaspan Fraser reaches Singapore after release by Indonesian navy,"Media sources reported that container ship, Seaspan Fraser has reached Singapore on October 31 after being detained for a month at Tanjung Uban, Bintan, Riau Islands, Indonesia. After leaving Surabaya on September 29, the ship was seized by the Indonesian Navy for unspecified reasons. The ship was loaded with different types of commodities, including food and fishery products in reefer containers. The status of the goods remains unclear at this time.",Cargo Disruption,Administrative Issue,True,"[""port_operational_disruption""]",[],0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""container""]}",rejected: no rule evidence
validation,1963,4942,maritime_security_navigation_disruption,false_negative,complete,2M Alliance announces new blank sailings for TA2/NEUATL2,Industry sources report on December 8 that Maersk and MSC's 2M Alliance has announced the following blank sailings for their TA2/NEUATL2 services. TA2 Westbound will omit the following ports: Norfolk (27.02.2021); Le Havre (20.02.2021); Liverpool (28.02.2021); Norfolk (20.03.2021); Le Havre (13.03.2021).,Maritime Advisory,Administrative Issue,False,"[""maritime_security_navigation_disruption""]",[],0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",rejected: no rule evidence
validation,1066,2099,maritime_security_navigation_disruption,false_negative,complete,Port of Ulsan bans variety of hazardous cargo following major chemical tanker explosion,"Media sources indicate on October 7 that the Port of Ulsan has banned a variety of hazardous cargoes from terminals near a bridge where a major chemical tanker Stolt Groenland was caught in an explosion that occurred on September 30. The fire injured eighteen people and led to an overhead bridge, which serves as a thoroughfare for the city, to be closed for two days due to safety checks.",Maritime Advisory,Accident,True,"[""maritime_security_navigation_disruption""]",[],0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: no rule evidence
validation,431,4513,weather_disruption,false_positive,complete,UPDATE 1 - Port of Gwangyang closes due to strong wind from August 25,Updated shipping sources on August 26 report that strong winds associated with Typhoon Bavi have caused Port of Gwangyang to close. All vessels have reportedly been evacuated from berth before 18:00 lt on August 25. Strong winds are likely going to last until at least 12:00 local time on August 27.,Port Closure,Weather,False,"[""port_closure""]","[""weather_disruption"", ""port_closure""]",7,"[{""rule_id"": ""severe_wind"", ""label"": ""severe/strong/high wind"", ""match"": ""strong wind"", ""weight"": 3, ""span"": [41, 52]}, {""rule_id"": ""named_weather"", ""label"": ""hurricane/typhoon/thunderstorm/tornado/hail"", ""match"": ""typhoon"", ""weight"": 3, ""span"": [147, 154]}]","[{""rule_id"": ""wind"", ""label"": ""wind"", ""match"": ""winds"", ""weight"": 1, ""span"": [125, 130]}]","{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 7 >= 3 with required context satisfied
validation,2030,4069,natural_disaster,false_negative,complete,Rail disruption reported between Micheldever and Winchester,"According to a National Rail report, a landslip has occurred between Micheldever and Winchester and as a result, trains are unable to run between these stations. The line is expected to remain closed until at least Saturday, 29 August. Services between London Waterloo and Bournemouth may be diverted via Havant and services between London Waterloo and Portsmouth Harbour may be diverted via Guildford. However, the diversions are expected to add up to 45 minutes to journey times.","Landslide, Train Delays / Disruption",Weather,False,"[""natural_disaster""]",[],0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",rejected: no rule evidence
validation,2146,4181,weather_disruption,false_positive,complete,Strong winds could cause port closure in Bremerhaven on August 26,Shipping sources on August 25 report that strong winds may cause cargo operations to stop at Bremerhaven from August 26 at 08:00 to August 27 at 02:00 local time.,Port Closure,Weather,False,"[""port_closure""]","[""weather_disruption"", ""port_closure""]",4,"[{""rule_id"": ""severe_wind"", ""label"": ""severe/strong/high wind"", ""match"": ""strong winds"", ""weight"": 3, ""span"": [0, 12]}]","[{""rule_id"": ""wind"", ""label"": ""wind"", ""match"": ""winds"", ""weight"": 1, ""span"": [115, 120]}]","{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 4 >= 3 with required context satisfied
validation,1439,2785,port_operational_disruption,false_negative,complete,UPDATE: Civil works to be carried out at Port of Barcelona from Mar 25- 27,"According to sources, civil works will be carried out at APM terminals between March 25 and 27. The works might cause minor disruptions to unloading and loading processes at the port during those dates.",Port Disruption,Administrative Issue,True,"[""port_operational_disruption""]",[],0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: no rule evidence
validation,1158,1218,weather_disruption,false_positive,complete,Bad weather restricts vessel movements at Port of Alexandria,"Shipping sources on March 14 indicate that bad weather has impeded operations at container terminals in the Port of Alexandria, Egypt. Vessels have been prohibited from entering or leaving the port. Ocean shipments are likely to be delayed as a result.",Port Closure,Weather,True,"[""port_closure""]","[""weather_disruption""]",4,"[{""rule_id"": ""severe_weather"", ""label"": ""severe/bad weather"", ""match"": ""bad weather"", ""weight"": 3, ""span"": [0, 11]}]","[{""rule_id"": ""weather"", ""label"": ""weather"", ""match"": ""weather"", ""weight"": 1, ""span"": [108, 115]}]","{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 4 >= 3 with required context satisfied
validation,1158,1218,port_closure,false_negative,complete,Bad weather restricts vessel movements at Port of Alexandria,"Shipping sources on March 14 indicate that bad weather has impeded operations at container terminals in the Port of Alexandria, Egypt. Vessels have been prohibited from entering or leaving the port. Ocean shipments are likely to be delayed as a result.",Port Closure,Weather,True,"[""port_closure""]","[""weather_disruption""]",0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""vessel""]}",rejected: no rule evidence
validation,1942,888,weather_disruption,false_positive,complete,UPDATE: Port of Manila heavily congested following Typhoon Mangkhut,"Updated sources on October 1 reported that the South and North Harbor of the Port of Manila remains heavily congested. It was reported that 20 vessels were waiting for a berth, with delays ranging from 3 to 5 days. Following the passage of Typhoon Mangkhut,  both ports are operating at 100 percent yard utilization in consequence slowing down the port operation. Average truck dwell time from gate in to gate out is at 3 to 4 days.",Port Congestion,Administrative Issue,False,"[""port_operational_disruption""]","[""weather_disruption"", ""port_operational_disruption""]",3,"[{""rule_id"": ""named_weather"", ""label"": ""hurricane/typhoon/thunderstorm/tornado/hail"", ""match"": ""typhoon"", ""weight"": 3, ""span"": [50, 57]}]",[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 3 >= 3 with required context satisfied
validation,888,3525,port_operational_disruption,false_negative,complete,Fire strikes conveyor belt at Puerto Panul Terminal at Port of San Antonio,"Sources indicate that at 20:00 on January 28, a fire broke out on a conveyor belt on a crane at the facilities of the Puerto Panul Terminal, located at the Port of San Antonio. The fire was controlled in approximately 40 minutes. Total damage and impacts on operations, both at the terminal and the broader port area are not known. No injuries were reported. The terminal handles bulk agricultural products.","Industrial Fire, Port Disruption",Accident,True,"[""port_operational_disruption""]","[""labor_strike_disruption""]",0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""terminal""]}",rejected: no rule evidence
validation,888,3525,labor_strike_disruption,false_positive,complete,Fire strikes conveyor belt at Puerto Panul Terminal at Port of San Antonio,"Sources indicate that at 20:00 on January 28, a fire broke out on a conveyor belt on a crane at the facilities of the Puerto Panul Terminal, located at the Port of San Antonio. The fire was controlled in approximately 40 minutes. Total damage and impacts on operations, both at the terminal and the broader port area are not known. No injuries were reported. The terminal handles bulk agricultural products.","Industrial Fire, Port Disruption",Accident,True,"[""port_operational_disruption""]","[""labor_strike_disruption""]",4,"[{""rule_id"": ""strike"", ""label"": ""strike action"", ""match"": ""strikes"", ""weight"": 3, ""span"": [5, 12]}]",[],"{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",predicted: score 4 >= 4 with required context satisfied
validation,1983,1093,weather_disruption,false_positive,complete,Air Cargo Complex Mumbai and Jawaharlal Nehru Port Trust impacted by heavy rainfall and waterlogging,"Industry sources indicated on September 4 that heavy rains and waterlogging have brought vehicle traffic and cargo operations at the Air Cargo Complex (ACC) Mumbai and the Jawaharlal Nehru Port Trust (JNPT) to a standstill. Vehicles have not been able to reach their respective ports and waterlogging has made it difficult for loading cargo to vehicles in sound conditions. Rail and road movement have come to a standstill since September 4 in the morning and the situation will continue for the next 48 hours. The India Meteorological Department (IMD) has issued an orange alert with a forecast of heavy rainfall until September 6 in Mumbai with neighbouring cities of Thane, Palghar and the interior of Maharashtra have been badly impacted. Customers are advised to monitor the situation closely and identify alternative routes if necessary as shipment clearance and deliveries are likely to be impacted due to weather conditions.",Cargo Disruption,Weather,True,"[""port_operational_disruption""]","[""weather_disruption""]",5,"[{""rule_id"": ""heavy_rain"", ""label"": ""heavy rain/rainfall"", ""match"": ""heavy rainfall"", ""weight"": 3, ""span"": [69, 83]}]","[{""rule_id"": ""weather"", ""label"": ""weather"", ""match"": ""weather"", ""weight"": 1, ""span"": [1003, 1010]}, {""rule_id"": ""rain"", ""label"": ""rain"", ""match"": ""rains"", ""weight"": 1, ""span"": [154, 159]}]","{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 5 >= 3 with required context satisfied
validation,1983,1093,port_operational_disruption,false_negative,complete,Air Cargo Complex Mumbai and Jawaharlal Nehru Port Trust impacted by heavy rainfall and waterlogging,"Industry sources indicated on September 4 that heavy rains and waterlogging have brought vehicle traffic and cargo operations at the Air Cargo Complex (ACC) Mumbai and the Jawaharlal Nehru Port Trust (JNPT) to a standstill. Vehicles have not been able to reach their respective ports and waterlogging has made it difficult for loading cargo to vehicles in sound conditions. Rail and road movement have come to a standstill since September 4 in the morning and the situation will continue for the next 48 hours. The India Meteorological Department (IMD) has issued an orange alert with a forecast of heavy rainfall until September 6 in Mumbai with neighbouring cities of Thane, Palghar and the interior of Maharashtra have been badly impacted. Customers are advised to monitor the situation closely and identify alternative routes if necessary as shipment clearance and deliveries are likely to be impacted due to weather conditions.",Cargo Disruption,Weather,True,"[""port_operational_disruption""]","[""weather_disruption""]",0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""cargo""]}",rejected: no rule evidence
validation,1714,1929,weather_disruption,false_positive,complete,Operations at Port of Dalian suspended due to high winds,"Sources indicate that on December 26 from 13:30 to 15:30, operations were halted at the Port of Dalian due to high winds. Intelligence indicate that approximately 30% of vessels near the port faced delays as a result of the operational halt.",Port Disruption,Weather,False,"[""port_operational_disruption""]","[""weather_disruption"", ""port_closure""]",4,"[{""rule_id"": ""severe_wind"", ""label"": ""severe/strong/high wind"", ""match"": ""high winds"", ""weight"": 3, ""span"": [46, 56]}]","[{""rule_id"": ""wind"", ""label"": ""wind"", ""match"": ""winds"", ""weight"": 1, ""span"": [171, 176]}]","{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 4 >= 3 with required context satisfied
validation,1714,1929,port_operational_disruption,false_negative,complete,Operations at Port of Dalian suspended due to high winds,"Sources indicate that on December 26 from 13:30 to 15:30, operations were halted at the Port of Dalian due to high winds. Intelligence indicate that approximately 30% of vessels near the port faced delays as a result of the operational halt.",Port Disruption,Weather,False,"[""port_operational_disruption""]","[""weather_disruption"", ""port_closure""]",3,[],"[{""rule_id"": ""delay"", ""label"": ""delay"", ""match"": ""delays"", ""weight"": 1, ""span"": [252, 258]}, {""rule_id"": ""operational"", ""label"": ""operational"", ""match"": ""operational"", ""weight"": 1, ""span"": [278, 289]}]","{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: score 3 < 4
validation,1714,1929,port_closure,false_positive,complete,Operations at Port of Dalian suspended due to high winds,"Sources indicate that on December 26 from 13:30 to 15:30, operations were halted at the Port of Dalian due to high winds. Intelligence indicate that approximately 30% of vessels near the port faced delays as a result of the operational halt.",Port Disruption,Weather,False,"[""port_operational_disruption""]","[""weather_disruption"", ""port_closure""]",7,"[{""rule_id"": ""context_then_close"", ""label"": ""maritime facility closure"", ""match"": ""port of dalian suspended"", ""weight"": 3, ""span"": [14, 38]}, {""rule_id"": ""close_then_context"", ""label"": ""closure of maritime facility"", ""match"": ""halted at the port"", ""weight"": 3, ""span"": [130, 148]}]",[],"{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",predicted: score 7 >= 4 with required context satisfied
validation,382,4131,maritime_security_navigation_disruption,false_negative,complete,Shipping company Maersk announced that it would link the Israeli ports of,"Shipping company Maersk announced that it would link the Israeli ports of Ashdod and Haifa with Emirati Jebel Ali and Abu Dhabi ports, following the recent agreement normalising ties between Israel and the UAE.","Miscellaneous Events, Political Info / Event, Maritime Advisory",Administrative Issue,True,"[""maritime_security_navigation_disruption""]",[],0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""shipping""]}",rejected: no rule evidence
validation,1578,411,weather_disruption,false_positive,complete,Ningbo container terminals likely to be affected by strong winds,"According to industry sources of November 20, strong winds may impact terminal productivity at Ningbo container terminals on November 20, with inbound pilot services likely to be suspended.",Port Closure,Weather,True,"[""port_closure""]","[""weather_disruption""]",4,"[{""rule_id"": ""severe_wind"", ""label"": ""severe/strong/high wind"", ""match"": ""strong winds"", ""weight"": 3, ""span"": [52, 64]}]","[{""rule_id"": ""wind"", ""label"": ""wind"", ""match"": ""winds"", ""weight"": 1, ""span"": [117, 122]}]","{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 4 >= 3 with required context satisfied
validation,1578,411,port_closure,false_negative,complete,Ningbo container terminals likely to be affected by strong winds,"According to industry sources of November 20, strong winds may impact terminal productivity at Ningbo container terminals on November 20, with inbound pilot services likely to be suspended.",Port Closure,Weather,True,"[""port_closure""]","[""weather_disruption""]",2,[],"[{""rule_id"": ""closure_term"", ""label"": ""closure/closed/suspended/halted"", ""match"": ""suspended"", ""weight"": 1, ""span"": [242, 251]}]","{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""container""]}",rejected: score 2 < 4
validation,1526,2102,weather_disruption,false_positive,complete,Port of Valencia temporarily closes due to high winds,Spanish media sources report on December 20 that the Port of Valencia has been temporarily closed due to high winds in the area. It was not immediately disclosed when the port was expected to reopen.,Port Closure,Weather,False,"[""port_closure""]","[""weather_disruption"", ""port_closure""]",4,"[{""rule_id"": ""severe_wind"", ""label"": ""severe/strong/high wind"", ""match"": ""high winds"", ""weight"": 3, ""span"": [43, 53]}]","[{""rule_id"": ""wind"", ""label"": ""wind"", ""match"": ""winds"", ""weight"": 1, ""span"": [164, 169]}]","{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 4 >= 3 with required context satisfied
validation,966,2275,labor_strike_disruption,false_negative,complete,Southwest London - South Western Railway drivers have suspended their strike. Incident closed.,"Media source are reporting that South Western Railway drivers suspended a planned strike throughout southwest London. A series of strikes were expected in regards to a dispute over having guards on trains; however, the strike was lifted after significant progress was made during a meeting. This incident is closed.",Miscellaneous Strikes,Worker Strike,False,"[""labor_strike_disruption""]",[],3,"[{""rule_id"": ""strike"", ""label"": ""strike action"", ""match"": ""strike"", ""weight"": 3, ""span"": [68, 74]}]",[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",rejected: evidence found but required context missing
validation,2186,1698,port_operational_disruption,false_negative,complete,Indonesia: Large fire reported on multiple ships at North Jakarta New Estuary Fishing Port,"A large fire has been reported at the North Jakarta New Estuary Fishing Port (Pelabuhan Perikanan Samudera Nizam Zachman) in Penjaringan. The blaze is understood to have ignited aboard a fishing vessel, before spreading to other nearby ships. No casualties are known about. Considerable flames and clouds of thick, black smoke are rising from the location. Significant disruption is anticipated in the area. Many crowds of onlookers are additionally gathered at the harbour, likely resulting in further disorder.","Non-industrial Fire, Port Disruption",Accident,False,"[""port_operational_disruption""]",[],0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: no rule evidence
validation,2674,4541,weather_disruption,false_positive,complete,UPDATE 1 - Service resumes after strong winds at DP World Southampton Terminal,"Updated sources indicate that at 16:00 local time on February 24, service resumed for shipside operations at the DP World Southampton Terminal following strong winds. The winds caused an operational standby beginning at 07:30.",Port Disruption,Weather,True,"[""port_operational_disruption""]","[""weather_disruption""]",4,"[{""rule_id"": ""severe_wind"", ""label"": ""severe/strong/high wind"", ""match"": ""strong winds"", ""weight"": 3, ""span"": [31, 43]}]","[{""rule_id"": ""wind"", ""label"": ""wind"", ""match"": ""winds"", ""weight"": 1, ""span"": [236, 241]}]","{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 4 >= 3 with required context satisfied
validation,2674,4541,port_operational_disruption,false_negative,complete,UPDATE 1 - Service resumes after strong winds at DP World Southampton Terminal,"Updated sources indicate that at 16:00 local time on February 24, service resumed for shipside operations at the DP World Southampton Terminal following strong winds. The winds caused an operational standby beginning at 07:30.",Port Disruption,Weather,True,"[""port_operational_disruption""]","[""weather_disruption""]",2,[],"[{""rule_id"": ""operational"", ""label"": ""operational"", ""match"": ""operational"", ""weight"": 1, ""span"": [262, 273]}]","{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""terminal""]}",rejected: score 2 < 4
validation,510,3685,weather_disruption,false_positive,complete,"Kansas City Southern suspends railway services between Houston and Beaumont, TX in anticipation of Hurricane Laura","On August 25, Kansas City Southern indicated that its railway services between Houston and Beaumont in Texas will be suspended from 19:00 local time on August 25 in anticipation of Hurricane Laura. This will reportedly impact both north and southbound railway traffic for around 36 hours.","Train Delays / Disruption, Cargo Disruption",Weather,False,"[""port_operational_disruption""]","[""weather_disruption""]",3,"[{""rule_id"": ""named_weather"", ""label"": ""hurricane/typhoon/thunderstorm/tornado/hail"", ""match"": ""hurricane"", ""weight"": 3, ""span"": [98, 107]}]",[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 3 >= 3 with required context satisfied
validation,510,3685,port_operational_disruption,false_negative,complete,"Kansas City Southern suspends railway services between Houston and Beaumont, TX in anticipation of Hurricane Laura","On August 25, Kansas City Southern indicated that its railway services between Houston and Beaumont in Texas will be suspended from 19:00 local time on August 25 in anticipation of Hurricane Laura. This will reportedly impact both north and southbound railway traffic for around 36 hours.","Train Delays / Disruption, Cargo Disruption",Weather,False,"[""port_operational_disruption""]","[""weather_disruption""]",0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",rejected: no rule evidence
validation,1212,5422,weather_disruption,false_negative,complete,Severe wildfire warning in effect for Western Australia State,"Meteorologists have issued a severe wildfire warning in Western Australia State until the end of Thursday 15 October. Dry, very hot and windy conditions are expected in Port Hedland, Karratha and other areas, which will heighten the risk of blazes breaking out.",Weather Advisory,Weather,False,"[""weather_disruption""]",[],0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",rejected: no rule evidence
validation,2418,4421,weather_disruption,false_positive,complete,UPDATE 1 - Container terminals remain halted in Le Havre due to Storm Ciara on February 10,"French weather sources report that container terminals at the Port of Le Havre remain halted due to Storm Ciara which has disrupted port and ground operations in the Normandy region since February 8, with wind speeds of up to 110 kph.","Port Disruption, Port Closure",Weather,True,"[""port_operational_disruption"", ""port_closure""]","[""weather_disruption"", ""port_closure""]",3,[],"[{""rule_id"": ""weather"", ""label"": ""weather"", ""match"": ""weather"", ""weight"": 1, ""span"": [96, 103]}, {""rule_id"": ""storm"", ""label"": ""storm"", ""match"": ""storm"", ""weight"": 1, ""span"": [62, 67]}, {""rule_id"": ""wind"", ""label"": ""wind"", ""match"": ""wind"", ""weight"": 1, ""span"": [293, 297]}]","{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 3 >= 3 with required context satisfied
validation,2418,4421,port_operational_disruption,false_negative,complete,UPDATE 1 - Container terminals remain halted in Le Havre due to Storm Ciara on February 10,"French weather sources report that container terminals at the Port of Le Havre remain halted due to Storm Ciara which has disrupted port and ground operations in the Normandy region since February 8, with wind speeds of up to 110 kph.","Port Disruption, Port Closure",Weather,True,"[""port_operational_disruption"", ""port_closure""]","[""weather_disruption"", ""port_closure""]",0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""container""]}",rejected: no rule evidence
validation,674,3998,weather_disruption,false_positive,complete,Port of Savannah under Port Condition Yankee amid passage of Tropical Storm Isaias,"Industry sources reported that Port Condition Yankee has been set at the Port of Savannah due to the passage of former Hurricane Isaias. In port condition Yankee, the affected ports are closed to inbound boat traffic greater than 500 tons.",Port Disruption,Weather,False,"[""port_operational_disruption""]","[""weather_disruption"", ""port_closure""]",6,"[{""rule_id"": ""cyclone_family"", ""label"": ""tropical cyclone/storm/depression"", ""match"": ""tropical storm"", ""weight"": 3, ""span"": [61, 75]}, {""rule_id"": ""named_weather"", ""label"": ""hurricane/typhoon/thunderstorm/tornado/hail"", ""match"": ""hurricane"", ""weight"": 3, ""span"": [202, 211]}]",[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 6 >= 3 with required context satisfied
validation,674,3998,port_operational_disruption,false_negative,complete,Port of Savannah under Port Condition Yankee amid passage of Tropical Storm Isaias,"Industry sources reported that Port Condition Yankee has been set at the Port of Savannah due to the passage of former Hurricane Isaias. In port condition Yankee, the affected ports are closed to inbound boat traffic greater than 500 tons.",Port Disruption,Weather,False,"[""port_operational_disruption""]","[""weather_disruption"", ""port_closure""]",0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: no rule evidence
validation,674,3998,port_closure,false_positive,complete,Port of Savannah under Port Condition Yankee amid passage of Tropical Storm Isaias,"Industry sources reported that Port Condition Yankee has been set at the Port of Savannah due to the passage of former Hurricane Isaias. In port condition Yankee, the affected ports are closed to inbound boat traffic greater than 500 tons.",Port Disruption,Weather,False,"[""port_operational_disruption""]","[""weather_disruption"", ""port_closure""]",4,"[{""rule_id"": ""context_then_close"", ""label"": ""maritime facility closure"", ""match"": ""port condition yankee the affected ports are closed"", ""weight"": 3, ""span"": [222, 273]}]",[],"{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",predicted: score 4 >= 4 with required context satisfied
validation,2647,4481,maritime_security_navigation_disruption,false_negative,complete,UPDATE 1 - Normal operation continues at Port of Antwerp amid COVID-19 outbreak,"Media sources reported on April 6 that despite the COVID-19 measures, the Port of Antwerp is not experiencing any fall in the volume of freight and that the port is operational. The supply of food cargo is also normal. There is an increase in the volume of pharmaceuticals and e-commerce due to the ongoing COVID-19 situation. However, there has been a fall in imports and exports of cars and other industrial components due to various industries closing down.",Maritime Advisory,Administrative Issue,False,"[""maritime_security_navigation_disruption""]",[],0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: no rule evidence
